./mainTSP -input data_average/a280.tsp -setup_model 25 -v 80 -nthread 2 -time_limit 600     2952.0,0.002
    2936.0,0.004
    2920.0,0.007
    2905.0,0.009
    2891.0,0.011
    2868.0,0.013
    2853.0,0.015
    2840.0,0.017
    2828.0,0.019
    2817.0,0.021
    2804.0,0.028
    2785.0,0.032
    2775.0,0.036
    2765.0,0.039
    2755.0,0.042
    2745.0,0.044
    2735.0,0.047
    2726.0,0.049
    2717.0,0.051
    2710.0,0.053
    2705.0,0.055
    2700.0,0.057
    2696.0,0.059
    2692.0,0.061
    2689.0,0.063
    2687.0,0.065
    2686.0,0.067
    2685.0,0.069
    2685.0,0.071